"data","count","itens","ano","mes","dia","dia_semana"
2015-01-02,1,1,2015,1,2,6
2015-01-05,1,1,2015,1,5,2
2015-01-06,6,6,2015,1,6,3
2015-01-07,8,13,2015,1,7,4
2015-01-09,3,3,2015,1,9,6
2015-01-10,2,2,2015,1,10,7
2015-01-12,1,1,2015,1,12,2
2015-01-13,5,5,2015,1,13,3
2015-01-14,1,1,2015,1,14,4
2015-01-15,4,4,2015,1,15,5
2015-01-16,11,17,2015,1,16,6
2015-01-19,9,15,2015,1,19,2
2015-01-20,11,13,2015,1,20,3
2015-01-22,31,31,2015,1,22,5
2015-01-23,9,9,2015,1,23,6
2015-01-24,27,34,2015,1,24,7
2015-01-26,6,6,2015,1,26,2
2015-01-27,8,8,2015,1,27,3
2015-01-28,8,9,2015,1,28,4
2015-01-29,21,27,2015,1,29,5
2015-01-30,14,28,2015,1,30,6
2015-01-31,33,35,2015,1,31,7
2015-02-03,9,12,2015,2,3,3
2015-02-04,7,7,2015,2,4,4
2015-02-05,20,21,2015,2,5,5
2015-02-06,46,48,2015,2,6,6
2015-02-07,7,9,2015,2,7,7
2015-02-09,19,20,2015,2,9,2
2015-02-10,1,2,2015,2,10,3
2015-02-11,14,21,2015,2,11,4
2015-02-12,13,19,2015,2,12,5
2015-02-13,13,14,2015,2,13,6
2015-02-14,40,67,2015,2,14,7
2015-02-16,1,2,2015,2,16,2
2015-02-20,4,4,2015,2,20,6
2015-02-21,12,14,2015,2,21,7
2015-02-25,2,2,2015,2,25,4
2015-02-26,18,36,2015,2,26,5
2015-02-27,17,21,2015,2,27,6
2015-02-28,21,25,2015,2,28,7
2015-03-02,29,45,2015,3,2,2
2015-03-04,1,2,2015,3,4,4
2015-03-05,7,11,2015,3,5,5
2015-03-06,16,25,2015,3,6,6
2015-03-07,24,41,2015,3,7,7
2015-03-10,2,4,2015,3,10,3
2015-03-12,18,18,2015,3,12,5
2015-03-14,8,9,2015,3,14,7
2015-03-17,3,3,2015,3,17,3
2015-03-18,5,5,2015,3,18,4
2015-03-19,7,11,2015,3,19,5
2015-03-20,11,14,2015,3,20,6
2015-03-21,8,17,2015,3,21,7
2015-03-23,1,1,2015,3,23,2
2015-03-24,8,9,2015,3,24,3
2015-03-27,35,36,2015,3,27,6
2015-03-28,28,36,2015,3,28,7
2015-03-30,4,4,2015,3,30,2
2015-03-31,5,6,2015,3,31,3
2015-04-01,5,5,2015,4,1,4
2015-04-04,8,8,2015,4,4,7
2015-04-06,4,4,2015,4,6,2
2015-04-07,2,2,2015,4,7,3
2015-04-08,2,3,2015,4,8,4
2015-04-09,11,12,2015,4,9,5
2015-04-10,2,4,2015,4,10,6
2015-04-11,5,5,2015,4,11,7
2015-04-13,5,5,2015,4,13,2
2015-04-15,3,3,2015,4,15,4
2015-04-16,10,10,2015,4,16,5
2015-04-18,1,1,2015,4,18,7
2015-04-20,5,5,2015,4,20,2
2015-04-23,8,8,2015,4,23,5
2015-04-25,3,3,2015,4,25,7
2015-04-27,4,4,2015,4,27,2
2015-04-30,14,14,2015,4,30,5
2015-05-02,6,8,2015,5,2,7
2015-05-04,5,5,2015,5,4,2
2015-05-05,1,1,2015,5,5,3
2015-05-06,9,9,2015,5,6,4
2015-05-07,6,9,2015,5,7,5
2015-05-08,20,24,2015,5,8,6
2015-05-09,38,45,2015,5,9,7
2015-05-11,1,1,2015,5,11,2
2015-05-12,6,6,2015,5,12,3
2015-05-16,1,1,2015,5,16,7
2015-05-19,14,27,2015,5,19,3
2015-05-20,15,16,2015,5,20,4
2015-05-22,3,12,2015,5,22,6
2015-05-23,18,20,2015,5,23,7
2015-05-27,7,8,2015,5,27,4
2015-05-28,2,2,2015,5,28,5
2015-05-29,1,1,2015,5,29,6
2015-05-30,22,22,2015,5,30,7
2015-06-02,2,3,2015,6,2,3
2015-06-03,1,2,2015,6,3,4
2015-06-05,14,14,2015,6,5,6
2015-06-06,10,16,2015,6,6,7
2015-06-08,4,4,2015,6,8,2
2015-06-09,9,15,2015,6,9,3
2015-06-10,1,1,2015,6,10,4
2015-06-11,2,6,2015,6,11,5
2015-06-12,7,8,2015,6,12,6
2015-06-13,16,17,2015,6,13,7
2015-06-17,1,1,2015,6,17,4
2015-06-18,4,4,2015,6,18,5
2015-06-19,19,27,2015,6,19,6
2015-06-20,12,17,2015,6,20,7
2015-06-22,2,4,2015,6,22,2
2015-06-23,3,3,2015,6,23,3
2015-06-24,1,1,2015,6,24,4
2015-06-26,3,3,2015,6,26,6
2015-06-27,7,8,2015,6,27,7
2015-06-29,8,8,2015,6,29,2
2015-06-30,12,12,2015,6,30,3
2015-07-01,3,6,2015,7,1,4
2015-07-02,1,3,2015,7,2,5
2015-07-03,4,6,2015,7,3,6
2015-07-04,1,2,2015,7,4,7
2015-07-06,4,7,2015,7,6,2
2015-07-07,20,32,2015,7,7,3
2015-07-08,3,3,2015,7,8,4
2015-07-09,5,5,2015,7,9,5
2015-07-10,16,18,2015,7,10,6
2015-07-11,11,13,2015,7,11,7
2015-07-14,2,2,2015,7,14,3
2015-07-17,7,7,2015,7,17,6
2015-07-18,6,9,2015,7,18,7
2015-07-21,1,1,2015,7,21,3
2015-07-22,3,3,2015,7,22,4
2015-07-27,7,7,2015,7,27,2
2015-07-29,5,5,2015,7,29,4
2015-07-30,4,4,2015,7,30,5
2015-07-31,4,5,2015,7,31,6
2015-08-03,5,12,2015,8,3,2
2015-08-04,1,1,2015,8,4,3
2015-08-05,3,3,2015,8,5,4
2015-08-06,4,4,2015,8,6,5
2015-08-07,5,5,2015,8,7,6
2015-08-08,20,36,2015,8,8,7
2015-08-12,2,2,2015,8,12,4
2015-08-13,2,2,2015,8,13,5
2015-08-14,9,20,2015,8,14,6
2015-08-15,13,19,2015,8,15,7
2015-08-17,2,4,2015,8,17,2
2015-08-18,13,14,2015,8,18,3
2015-08-19,4,4,2015,8,19,4
2015-08-20,7,7,2015,8,20,5
2015-08-21,10,11,2015,8,21,6
2015-08-22,25,46,2015,8,22,7
2015-08-24,12,13,2015,8,24,2
2015-08-25,7,8,2015,8,25,3
2015-08-26,6,9,2015,8,26,4
2015-08-27,6,6,2015,8,27,5
2015-08-28,4,5,2015,8,28,6
2015-08-29,5,5,2015,8,29,7
2015-08-31,2,3,2015,8,31,2
2015-09-01,10,10,2015,9,1,3
2015-09-02,12,14,2015,9,2,4
2015-09-03,7,10,2015,9,3,5
2015-09-04,3,3,2015,9,4,6
2015-09-05,11,16,2015,9,5,7
2015-09-09,2,2,2015,9,9,4
2015-09-10,6,6,2015,9,10,5
2015-09-12,15,15,2015,9,12,7
2015-09-14,7,7,2015,9,14,2
2015-09-16,4,6,2015,9,16,4
2015-09-17,7,9,2015,9,17,5
2015-09-19,6,13,2015,9,19,7
2015-09-21,16,16,2015,9,21,2
2015-09-22,14,19,2015,9,22,3
2015-09-23,1,1,2015,9,23,4
2015-09-24,6,6,2015,9,24,5
2015-09-25,2,2,2015,9,25,6
2015-09-26,3,3,2015,9,26,7
2015-09-28,3,4,2015,9,28,2
2015-09-30,17,22,2015,9,30,4
2015-10-02,3,5,2015,10,2,6
2015-10-03,19,26,2015,10,3,7
2015-10-05,1,1,2015,10,5,2
2015-10-07,4,4,2015,10,7,4
2015-10-08,12,12,2015,10,8,5
2015-10-09,4,5,2015,10,9,6
2015-10-10,24,25,2015,10,10,7
2015-10-11,18,18,2015,10,11,1
2015-10-13,11,15,2015,10,13,3
2015-10-14,11,14,2015,10,14,4
2015-10-15,12,13,2015,10,15,5
2015-10-16,3,4,2015,10,16,6
2015-10-17,9,10,2015,10,17,7
2015-10-19,6,8,2015,10,19,2
2015-10-20,13,14,2015,10,20,3
2015-10-21,8,8,2015,10,21,4
2015-10-22,4,4,2015,10,22,5
2015-10-23,19,19,2015,10,23,6
2015-10-24,15,18,2015,10,24,7
2015-10-26,10,10,2015,10,26,2
2015-10-27,32,33,2015,10,27,3
2015-10-28,36,47,2015,10,28,4
2015-10-29,20,20,2015,10,29,5
2015-10-30,22,22,2015,10,30,6
2015-10-31,12,12,2015,10,31,7
2015-11-03,52,56,2015,11,3,3
2015-11-04,103,104,2015,11,4,4
2015-11-05,84,95,2015,11,5,5
2015-11-06,74,76,2015,11,6,6
2015-11-07,48,48,2015,11,7,7
2015-11-09,79,85,2015,11,9,2
2015-11-10,29,29,2015,11,10,3
2015-11-11,86,102,2015,11,11,4
2015-11-12,39,41,2015,11,12,5
2015-11-13,48,59,2015,11,13,6
2015-11-14,232,251,2015,11,14,7
2015-11-16,36,41,2015,11,16,2
2015-11-17,86,93,2015,11,17,3
2015-11-18,103,107,2015,11,18,4
2015-11-19,160,181,2015,11,19,5
2015-11-20,57,59,2015,11,20,6
2015-11-21,99,111,2015,11,21,7
2015-11-23,16,17,2015,11,23,2
2015-11-24,117,125,2015,11,24,3
2015-11-25,32,42,2015,11,25,4
2015-11-26,5,5,2015,11,26,5
2015-11-27,9,9,2015,11,27,6
2015-11-28,36,57,2015,11,28,7
2015-11-30,6,6,2015,11,30,2
2015-12-01,24,24,2015,12,1,3
2015-12-02,12,12,2015,12,2,4
2015-12-03,16,18,2015,12,3,5
2015-12-04,34,49,2015,12,4,6
2015-12-05,49,52,2015,12,5,7
2015-12-06,8,8,2015,12,6,1
2015-12-07,10,11,2015,12,7,2
2015-12-08,3,3,2015,12,8,3
2015-12-09,29,58,2015,12,9,4
2015-12-10,23,26,2015,12,10,5
2015-12-11,19,20,2015,12,11,6
2015-12-12,12,12,2015,12,12,7
2015-12-13,11,12,2015,12,13,1
2015-12-14,22,22,2015,12,14,2
2015-12-15,20,21,2015,12,15,3
2015-12-16,18,18,2015,12,16,4
2015-12-17,22,27,2015,12,17,5
2015-12-18,23,23,2015,12,18,6
2015-12-19,13,13,2015,12,19,7
2015-12-20,8,8,2015,12,20,1
2015-12-21,28,52,2015,12,21,2
2015-12-22,44,51,2015,12,22,3
2015-12-23,30,41,2015,12,23,4
2015-12-24,41,53,2015,12,24,5
2015-12-26,54,69,2015,12,26,7
2015-12-28,3,4,2015,12,28,2
2015-12-29,24,25,2015,12,29,3
2015-12-30,26,27,2015,12,30,4
2015-12-31,40,46,2015,12,31,5
2016-01-02,27,28,2016,1,2,7
2016-01-04,28,34,2016,1,4,2
2016-01-05,29,43,2016,1,5,3
2016-01-06,19,29,2016,1,6,4
2016-01-07,15,17,2016,1,7,5
2016-01-08,20,22,2016,1,8,6
2016-01-09,17,18,2016,1,9,7
2016-01-11,14,17,2016,1,11,2
2016-01-12,14,15,2016,1,12,3
2016-01-13,14,15,2016,1,13,4
2016-01-14,6,8,2016,1,14,5
2016-01-15,7,8,2016,1,15,6
2016-01-16,11,12,2016,1,16,7
2016-01-18,17,17,2016,1,18,2
2016-01-19,6,6,2016,1,19,3
2016-01-20,26,36,2016,1,20,4
2016-01-21,22,33,2016,1,21,5
2016-01-22,14,22,2016,1,22,6
2016-01-23,32,46,2016,1,23,7
2016-01-25,35,37,2016,1,25,2
2016-01-26,39,46,2016,1,26,3
2016-01-27,16,29,2016,1,27,4
2016-01-28,25,32,2016,1,28,5
2016-01-29,29,39,2016,1,29,6
2016-01-30,20,25,2016,1,30,7
2016-02-01,51,57,2016,2,1,2
2016-02-02,14,15,2016,2,2,3
2016-02-03,13,15,2016,2,3,4
2016-02-04,14,14,2016,2,4,5
2016-02-05,23,24,2016,2,5,6
2016-02-06,15,21,2016,2,6,7
2016-02-08,25,26,2016,2,8,2
2016-02-10,11,11,2016,2,10,4
2016-02-11,17,24,2016,2,11,5
2016-02-12,14,15,2016,2,12,6
2016-02-13,14,14,2016,2,13,7
2016-02-15,13,17,2016,2,15,2
2016-02-16,9,11,2016,2,16,3
2016-02-17,15,15,2016,2,17,4
2016-02-18,10,14,2016,2,18,5
2016-02-19,9,9,2016,2,19,6
2016-02-20,15,15,2016,2,20,7
2016-02-22,24,30,2016,2,22,2
2016-02-23,9,13,2016,2,23,3
2016-02-24,14,22,2016,2,24,4
2016-02-25,28,31,2016,2,25,5
2016-02-26,9,10,2016,2,26,6
2016-02-27,6,7,2016,2,27,7
2016-02-29,10,12,2016,2,29,2
2016-03-01,4,4,2016,3,1,3
2016-03-02,14,18,2016,3,2,4
2016-03-03,5,5,2016,3,3,5
2016-03-04,9,10,2016,3,4,6
2016-03-05,24,27,2016,3,5,7
2016-03-07,6,8,2016,3,7,2
2016-03-08,18,25,2016,3,8,3
2016-03-09,17,22,2016,3,9,4
2016-03-10,13,21,2016,3,10,5
2016-03-11,5,5,2016,3,11,6
2016-03-12,26,27,2016,3,12,7
2016-03-14,8,12,2016,3,14,2
2016-03-15,4,6,2016,3,15,3
2016-03-16,7,7,2016,3,16,4
2016-03-17,13,23,2016,3,17,5
2016-03-18,10,10,2016,3,18,6
2016-03-19,11,15,2016,3,19,7
2016-03-21,1,1,2016,3,21,2
2016-03-22,7,15,2016,3,22,3
2016-03-23,8,8,2016,3,23,4
2016-03-24,7,8,2016,3,24,5
2016-03-26,39,61,2016,3,26,7
2016-03-28,10,10,2016,3,28,2
2016-03-29,6,16,2016,3,29,3
2016-03-30,2,4,2016,3,30,4
2016-03-31,25,26,2016,3,31,5
2016-04-01,28,52,2016,4,1,6
2016-04-02,18,19,2016,4,2,7
2016-04-04,21,24,2016,4,4,2
2016-04-05,5,6,2016,4,5,3
2016-04-07,17,17,2016,4,7,5
2016-04-08,14,15,2016,4,8,6
2016-04-09,16,18,2016,4,9,7
2016-04-11,2,2,2016,4,11,2
2016-04-12,3,6,2016,4,12,3
2016-04-13,11,20,2016,4,13,4
2016-04-14,4,4,2016,4,14,5
2016-04-15,3,3,2016,4,15,6
2016-04-16,2,3,2016,4,16,7
2016-04-18,9,13,2016,4,18,2
2016-04-19,5,6,2016,4,19,3
2016-04-20,21,22,2016,4,20,4
2016-04-23,21,26,2016,4,23,7
2016-04-25,6,6,2016,4,25,2
2016-04-26,11,13,2016,4,26,3
2016-04-27,2,2,2016,4,27,4
2016-04-28,6,8,2016,4,28,5
2016-04-29,15,17,2016,4,29,6
2016-04-30,11,18,2016,4,30,7
2016-05-02,11,13,2016,5,2,2
2016-05-03,7,11,2016,5,3,3
2016-05-04,8,8,2016,5,4,4
2016-05-05,11,22,2016,5,5,5
2016-05-06,9,9,2016,5,6,6
2016-05-07,22,24,2016,5,7,7
2016-05-08,9,9,2016,5,8,1
2016-05-09,7,9,2016,5,9,2
2016-05-10,6,8,2016,5,10,3
2016-05-11,5,5,2016,5,11,4
2016-05-12,9,12,2016,5,12,5
2016-05-13,5,5,2016,5,13,6
2016-05-14,12,13,2016,5,14,7
2016-05-16,24,27,2016,5,16,2
2016-05-17,17,22,2016,5,17,3
2016-05-18,22,23,2016,5,18,4
2016-05-19,22,22,2016,5,19,5
2016-05-20,8,8,2016,5,20,6
2016-05-21,13,14,2016,5,21,7
2016-05-23,4,7,2016,5,23,2
2016-05-24,30,39,2016,5,24,3
2016-05-25,5,7,2016,5,25,4
2016-05-27,5,7,2016,5,27,6
2016-05-28,14,20,2016,5,28,7
2016-05-30,3,3,2016,5,30,2
2016-06-01,8,8,2016,6,1,4
2016-06-02,11,13,2016,6,2,5
2016-06-03,12,12,2016,6,3,6
2016-06-04,23,26,2016,6,4,7
2016-06-06,18,20,2016,6,6,2
2016-06-07,7,11,2016,6,7,3
2016-06-08,12,14,2016,6,8,4
2016-06-09,3,3,2016,6,9,5
2016-06-10,14,14,2016,6,10,6
2016-06-11,38,55,2016,6,11,7
2016-06-13,12,16,2016,6,13,2
2016-06-14,9,10,2016,6,14,3
2016-06-15,8,10,2016,6,15,4
2016-06-16,6,9,2016,6,16,5
2016-06-17,23,23,2016,6,17,6
2016-06-18,6,6,2016,6,18,7
2016-06-20,10,10,2016,6,20,2
2016-06-21,9,14,2016,6,21,3
2016-06-22,8,8,2016,6,22,4
2016-06-23,13,13,2016,6,23,5
2016-06-24,13,16,2016,6,24,6
2016-06-25,15,16,2016,6,25,7
2016-06-27,6,10,2016,6,27,2
2016-06-28,8,8,2016,6,28,3
2016-06-29,2,2,2016,6,29,4
2016-06-30,10,16,2016,6,30,5
2016-07-01,9,15,2016,7,1,6
2016-07-02,19,20,2016,7,2,7
2016-07-04,9,11,2016,7,4,2
2016-07-05,9,9,2016,7,5,3
2016-07-06,9,10,2016,7,6,4
2016-07-07,5,5,2016,7,7,5
2016-07-08,12,13,2016,7,8,6
2016-07-09,15,16,2016,7,9,7
2016-07-11,6,6,2016,7,11,2
2016-07-12,20,53,2016,7,12,3
2016-07-13,2,2,2016,7,13,4
2016-07-14,9,10,2016,7,14,5
2016-07-15,18,26,2016,7,15,6
2016-07-16,35,39,2016,7,16,7
2016-07-18,4,6,2016,7,18,2
2016-07-19,21,29,2016,7,19,3
2016-07-20,3,3,2016,7,20,4
2016-07-21,18,18,2016,7,21,5
2016-07-22,16,23,2016,7,22,6
2016-07-23,9,9,2016,7,23,7
2016-07-26,14,15,2016,7,26,3
2016-07-27,9,9,2016,7,27,4
2016-07-28,7,19,2016,7,28,5
2016-07-29,12,14,2016,7,29,6
2016-07-30,11,13,2016,7,30,7
2016-08-01,9,9,2016,8,1,2
2016-08-02,5,7,2016,8,2,3
2016-08-03,1,1,2016,8,3,4
2016-08-04,9,9,2016,8,4,5
2016-08-05,7,10,2016,8,5,6
2016-08-06,15,20,2016,8,6,7
2016-08-08,30,56,2016,8,8,2
2016-08-09,12,14,2016,8,9,3
2016-08-10,12,18,2016,8,10,4
2016-08-11,16,35,2016,8,11,5
2016-08-12,8,10,2016,8,12,6
2016-08-13,18,18,2016,8,13,7
2016-08-15,27,37,2016,8,15,2
2016-08-16,4,5,2016,8,16,3
2016-08-17,9,9,2016,8,17,4
2016-08-18,11,15,2016,8,18,5
2016-08-19,19,26,2016,8,19,6
2016-08-20,10,13,2016,8,20,7
2016-08-22,29,31,2016,8,22,2
2016-08-23,5,8,2016,8,23,3
2016-08-24,10,10,2016,8,24,4
2016-08-25,3,3,2016,8,25,5
2016-08-26,14,22,2016,8,26,6
2016-08-27,46,52,2016,8,27,7
2016-08-29,28,40,2016,8,29,2
2016-08-30,26,41,2016,8,30,3
2016-08-31,16,17,2016,8,31,4
2016-09-01,16,33,2016,9,1,5
2016-09-02,4,8,2016,9,2,6
2016-09-03,6,6,2016,9,3,7
2016-09-05,6,7,2016,9,5,2
2016-09-06,8,8,2016,9,6,3
2016-09-08,7,9,2016,9,8,5
2016-09-09,14,30,2016,9,9,6
2016-09-10,23,25,2016,9,10,7
2016-09-12,10,15,2016,9,12,2
2016-09-13,6,9,2016,9,13,3
2016-09-14,65,130,2016,9,14,4
2016-09-15,9,10,2016,9,15,5
2016-09-16,7,10,2016,9,16,6
2016-09-17,22,31,2016,9,17,7
2016-09-19,6,7,2016,9,19,2
2016-09-21,10,13,2016,9,21,4
2016-09-22,12,12,2016,9,22,5
2016-09-23,5,8,2016,9,23,6
2016-09-24,22,24,2016,9,24,7
2016-09-26,1,1,2016,9,26,2
2016-09-27,10,11,2016,9,27,3
2016-09-28,4,4,2016,9,28,4
2016-09-29,7,7,2016,9,29,5
2016-09-30,6,6,2016,9,30,6
2016-10-01,2,2,2016,10,1,7
2016-10-03,11,23,2016,10,3,2
2016-10-04,9,17,2016,10,4,3
2016-10-05,37,57,2016,10,5,4
2016-10-06,4,4,2016,10,6,5
2016-10-07,20,20,2016,10,7,6
2016-10-08,16,17,2016,10,8,7
2016-10-10,11,11,2016,10,10,2
2016-10-11,14,18,2016,10,11,3
2016-10-13,20,21,2016,10,13,5
2016-10-14,11,13,2016,10,14,6
2016-10-15,12,31,2016,10,15,7
2016-10-17,5,5,2016,10,17,2
2016-10-18,2,2,2016,10,18,3
2016-10-19,14,24,2016,10,19,4
2016-10-20,15,16,2016,10,20,5
